Tuple 0,Tuple 1,Tuple 2,Tuple 3
21.916316986083984,476,119,16
21.910398483276367,17,13,3
21.907718658447266,386,505,5
21.906862258911133,191,567,1
21.904905319213867,414,485,1
21.904157638549805,512,83,1
21.89503288269043,98,13,3
21.88913917541504,212,67,41
21.8800106048584,321,63,0
21.877901077270508,157,532,1
21.869976043701172,150,483,2
21.86996078491211,296,56,10
21.86851692199707,323,505,6
21.864421844482422,514,309,1
21.862443923950195,472,83,1
21.857675552368164,337,40,7
21.851537704467773,359,13,3
21.850791931152344,548,304,17
21.850662231445312,173,483,2
21.845766067504883,286,313,3
21.84317970275879,123,86,1
21.83477020263672,186,567,1
21.826953887939453,124,118,39
21.823078155517578,286,466,3
21.821508407592773,15,528,1
21.819639205932617,25,68,3
21.81350326538086,515,47,4
21.804725646972656,200,512,1
21.804662704467773,292,392,1
21.80213737487793,459,371,4
21.799959182739258,187,523,1
21.78356170654297,18,26,1
21.783273696899414,518,392,1
21.778730392456055,324,14,0
21.778308868408203,227,13,3
21.764320373535156,472,489,1
21.7587833404541,476,259,4
21.757081985473633,82,154,16
21.75522232055664,216,558,4
21.750110626220703,465,334,1
21.739336013793945,199,506,0
21.73655128479004,461,173,1
21.726070404052734,123,282,1
21.723682403564453,212,354,6
21.721006393432617,250,485,3
21.715158462524414,546,505,6
21.715024948120117,489,500,5
21.70851707458496,433,354,6
21.707260131835938,365,411,0
21.694276809692383,521,39,5
21.68555450439453,286,278,3
21.684293746948242,514,162,5
21.672985076904297,73,127,11
21.651203155517578,28,489,4
21.647226333618164,306,250,3
21.644899368286133,186,282,1
21.628494262695312,88,13,3
21.625097274780273,461,392,1
21.61992645263672,93,259,4
21.617774963378906,8,512,1
21.609210968017578,157,518,1
21.607845306396484,137,71,1
21.60594940185547,5,242,1
21.60497283935547,193,296,10
21.600421905517578,425,559,1
21.594507217407227,512,282,1
21.587718963623047,522,399,2
21.586746215820312,503,211,20
21.58631706237793,75,516,6
21.5668888092041,349,518,1
21.56513786315918,523,83,1
21.553489685058594,436,250,3
21.54771614074707,521,54,2
21.538671493530273,522,186,1
21.5329532623291,429,246,5
21.529170989990234,292,489,1
21.51841926574707,500,50,5
21.51796531677246,366,91,0
21.517684936523438,361,467,2
21.507883071899414,401,555,2
21.50294303894043,39,552,5
21.500967025756836,187,518,1
21.49579620361328,301,562,4
21.493192672729492,476,127,4
21.49254035949707,337,81,9
21.486614227294922,353,523,1
21.48607063293457,359,444,2
21.48579978942871,123,570,1
21.484556198120117,414,29,1
21.483064651489258,521,304,5
21.482402801513672,98,552,5
21.477863311767578,236,427,13
21.466644287109375,476,511,1
21.465959548950195,30,13,3
21.46591567993164,235,13,3
21.465492248535156,209,461,5
21.46048355102539,123,186,1
21.456867218017578,250,503,3
21.45258331298828,210,299,8
21.450456619262695,505,16,5
21.449508666992188,91,339,0
21.423606872558594,315,83,1
21.419139862060547,512,552,5
21.419113159179688,251,403,9
21.409086227416992,472,346,1
21.408370971679688,522,191,1
21.38962173461914,179,379,5
21.371774673461914,191,98,1
21.36809539794922,377,26,1
21.3588809967041,426,14,2
21.349485397338867,154,473,4
21.346309661865234,407,192,2
21.34381103515625,137,93,4
21.330881118774414,25,27,3
21.322324752807617,246,408,5
21.31877899169922,314,13,3
21.30529022216797,14,165,4
21.293060302734375,237,384,1
21.291149139404297,241,293,11
21.28426742553711,237,567,1
21.279956817626953,189,222,1
21.2786865234375,524,83,1
21.27800941467285,340,257,7
21.27481460571289,310,137,1
21.273632049560547,433,323,6
21.268951416015625,73,206,11
21.26366424560547,84,354,6
21.256813049316406,392,511,1
21.256080627441406,4,411,0
21.255184173583984,265,154,4
21.24958610534668,178,243,7
21.249483108520508,188,251,9
21.249164581298828,271,564,46
21.243755340576172,500,291,5
21.24016571044922,533,536,10
21.238645553588867,343,402,2
21.238218307495117,560,505,6
21.236881256103516,559,155,7
21.23047637939453,187,570,1
21.230024337768555,236,118,13
21.227922439575195,532,315,1
21.225927352905273,532,189,1
21.222347259521484,133,505,5
21.216428756713867,68,222,1
21.215091705322266,231,330,0
21.212289810180664,413,25,3
21.211896896362305,332,25,3
21.211280822753906,97,255,1
21.2093505859375,508,52,6
21.20536994934082,521,511,5
21.1940975189209,241,334,11
21.189992904663086,497,334,1
21.18866729736328,461,50,1
21.188339233398438,257,211,7
21.182954788208008,68,83,1
21.180614471435547,200,57,1
21.17817497253418,505,511,5
21.178070068359375,392,567,1
21.173999786376953,274,13,3
21.17386817932129,12,13,3
21.172521591186523,350,524,1
21.1695556640625,86,297,1
21.158199310302734,494,218,6
21.14624786376953,248,3,6
21.13890838623047,523,98,1
21.13501739501953,424,130,13
21.126310348510742,156,512,1
21.12563133239746,157,57,1
21.119850158691406,340,116,7
21.115009307861328,321,415,0
21.108930587768555,256,466,0
21.102737426757812,349,164,1
21.09912872314453,319,255,1
21.09876251220703,532,472,1
21.09707260131836,241,521,11
21.093900680541992,532,461,1
21.091257095336914,157,346,1
21.081388473510742,292,472,1
21.080013275146484,123,287,1
21.0743465423584,212,524,1
21.071571350097656,286,333,3
21.06974220275879,482,342,1
21.069568634033203,54,359,2
21.059722900390625,324,369,0
21.053831100463867,328,165,4
21.05335235595703,18,291,0
21.039045333862305,148,216,16
21.029714584350586,392,514,1
21.02776527404785,186,39,1
21.027254104614258,569,291,3
21.02704620361328,292,83,1
21.02276039123535,91,46,0
21.022682189941406,408,264,0
21.01460075378418,203,460,0
21.00984764099121,68,346,1
21.008522033691406,37,511,1
21.008071899414062,458,299,3
21.004501342773438,332,74,2
21.003976821899414,544,19,4
20.995630264282227,98,384,1
20.992786407470703,73,456,35
20.981914520263672,569,82,3
20.980321884155273,294,278,9
20.974515914916992,536,566,10
20.95742416381836,522,489,1
20.9517879486084,440,527,1
20.950712203979492,324,528,0
20.9503173828125,93,385,4
20.949148178100586,503,13,3
20.944520950317383,440,315,1
20.944135665893555,414,326,1
20.943599700927734,569,29,3
20.941959381103516,143,385,8
20.940876007080078,550,11,4
20.940759658813477,489,346,1
20.939037322998047,209,237,5
20.93048858642578,524,16,1
20.929475784301758,309,511,1
20.928266525268555,496,286,3
20.919496536254883,286,535,3
20.914836883544922,288,54,2
20.90800666809082,123,567,1
20.90460205078125,296,111,10
20.89605140686035,164,35,4
20.893951416015625,286,288,3
20.892234802246094,157,282,1
20.891826629638672,440,324,0
20.89150619506836,293,41,1
20.89042854309082,331,518,2
20.88848304748535,250,251,3
20.885549545288086,143,558,8
20.8840389251709,282,162,5
20.877099990844727,3,269,6
20.874507904052734,57,136,2
20.871870040893555,324,127,0
20.865201950073242,191,83,1
20.857118606567383,263,130,18
20.85664176940918,524,297,1
20.856273651123047,459,270,4
20.853784561157227,518,61,1
20.85348129272461,216,409,16
20.851436614990234,256,159,0
20.846834182739258,361,54,2
20.84354019165039,431,502,2
20.835512161254883,559,511,1
20.835046768188477,397,330,0
20.82950210571289,123,17,1
20.827861785888672,280,41,0
20.827346801757812,114,13,3
20.825531005859375,39,524,1
20.821331024169922,128,493,0
20.809024810791016,559,116,7
20.806682586669922,472,514,1
20.805879592895508,123,461,1
20.805431365966797,288,13,3
20.796161651611328,521,161,5
20.793630599975586,193,566,10
20.78949546813965,548,240,1
20.789342880249023,237,8,1
20.786230087280273,496,25,3
20.7858943939209,440,523,1
20.78541374206543,522,350,1
20.777162551879883,258,13,3
20.77672004699707,348,221,6
20.776573181152344,514,384,1
20.774553298950195,433,560,6
20.771852493286133,34,13,3
20.770050048828125,209,57,5
20.767513275146484,212,84,24
20.76530647277832,259,71,1
20.765270233154297,4,330,0
20.762453079223633,407,548,1
20.756412506103516,246,44,5
20.755924224853516,466,437,0
20.752954483032227,440,25,3
20.74911880493164,66,112,5
20.745588302612305,68,98,1
20.745193481445312,348,162,5
20.73965072631836,309,297,1
20.737150192260742,332,402,2
20.736610412597656,385,71,1
20.735225677490234,286,230,3
20.73470687866211,225,377,9
20.728986740112305,212,191,1
20.727746963500977,493,324,0
20.72659683227539,8,13,3
20.725238800048828,26,326,1
20.723024368286133,522,222,1
20.72083854675293,184,505,5
20.719820022583008,535,226,0
20.718000411987305,286,471,3
20.71717643737793,158,246,1
20.715167999267578,296,247,4
20.705322265625,504,78,2
20.702585220336914,562,533,10
20.7016658782959,91,65,0
20.69890022277832,346,13,3
20.692245483398438,210,458,3
20.68937873840332,15,40,1
20.688262939453125,209,16,5
20.686466217041016,429,109,5
20.68276023864746,185,13,3
20.681612014770508,48,162,5
20.678041458129883,523,39,1
20.67449378967285,487,25,3
20.674427032470703,377,369,1
20.66118621826172,324,293,0
20.661104202270508,282,309,1
20.659212112426758,324,144,0
20.655643463134766,326,71,1
20.652482986450195,191,392,1
20.650304794311523,435,309,1
20.638900756835938,254,286,3
20.63582992553711,569,554,3
20.63113021850586,532,68,1
20.630537033081055,476,536,4
20.622596740722656,250,463,3
20.616670608520508,29,536,4
20.616212844848633,75,371,6
20.615041732788086,331,61,2
20.61310577392578,47,536,4
20.61295509338379,50,83,1
20.611650466918945,286,223,3
20.609098434448242,216,71,16
20.60814666748047,404,137,30
20.60257911682129,458,36,3
20.599775314331055,280,466,0
20.599708557128906,362,464,4
20.597190856933594,257,178,7
20.595266342163086,286,528,3
20.59315299987793,417,268,1
20.589860916137695,18,251,1
20.576387405395508,466,411,0
20.574615478515625,472,86,1
20.574560165405273,143,293,8
20.564441680908203,193,304,17
20.558883666992188,414,93,4
20.55027198791504,440,292,1
20.548574447631836,195,26,1
20.548513412475586,25,54,3
20.546533584594727,200,392,1
20.544530868530273,464,443,15
20.536447525024414,426,293,1
20.52875328063965,286,472,3
20.519899368286133,482,15,1
20.5168514251709,458,536,4
20.511255264282227,346,567,1
20.50868034362793,323,25,3
20.50265884399414,75,348,6
20.500274658203125,521,8,5
20.498411178588867,410,415,0
20.497011184692383,211,385,9
20.496408462524414,246,419,5
20.491304397583008,497,476,4
20.489910125732422,157,570,1
20.48208999633789,527,89,14
20.478235244750977,157,173,1
20.475666046142578,247,550,7
20.472877502441406,93,278,4
20.470285415649414,156,173,1
20.469751358032227,493,293,1
20.46791648864746,135,524,1
20.465213775634766,476,240,1
20.460554122924805,18,137,1
20.45873260498047,158,564,46
20.45868492126465,250,252,3
20.45543670654297,91,308,0
20.449373245239258,173,7,5
20.44420623779297,182,449,14
20.442489624023438,153,385,19
20.442352294921875,474,247,4
20.442081451416016,25,41,3
20.441862106323242,123,489,1
20.437238693237305,286,291,3
20.437028884887695,250,170,3
20.436744689941406,91,151,0
20.43192481994629,51,29,36
20.430992126464844,179,83,1
20.42721939086914,103,506,0
20.424175262451172,492,57,1
20.422088623046875,521,311,5
20.421958923339844,179,292,1
20.41889190673828,114,460,0
20.416404724121094,84,251,37
20.411359786987305,4,437,0
20.408496856689453,485,32,16
20.407514572143555,505,311,5
20.40716552734375,440,379,5
20.399892807006836,440,186,1
20.394681930541992,497,385,1
20.39409065246582,110,421,0
20.392303466796875,68,189,1
20.391651153564453,157,297,1
20.38835334777832,331,560,2
20.386436462402344,86,39,1
20.376178741455078,105,446,4
20.37457275390625,168,186,21
20.37380599975586,440,156,1
20.3686580657959,222,67,21
20.364669799804688,123,184,1
20.363805770874023,200,83,1
20.363040924072266,315,537,1
20.360923767089844,429,40,25
20.35797119140625,349,492,1
20.35375213623047,128,350,1
20.35099983215332,459,209,22
20.348939895629883,394,25,3
20.347469329833984,405,483,2
20.346420288085938,133,25,3
20.344175338745117,154,511,1
20.34346580505371,350,83,1
20.34195327758789,203,201,0
20.34103012084961,29,446,1
20.330320358276367,25,372,3
20.327186584472656,546,240,6
20.327125549316406,145,449,14
20.320825576782227,443,297,15
20.320682525634766,231,186,1
20.319530487060547,186,237,1
20.317317962646484,43,103,0
20.315885543823242,80,203,1
20.315269470214844,294,511,1
20.314952850341797,209,184,5
20.314361572265625,397,110,0
20.313682556152344,210,238,8
20.310474395751953,150,54,2
20.310440063476562,362,333,4
20.309188842773438,523,238,1
20.308401107788086,85,140,21
20.308385848999023,523,61,1
20.30677032470703,286,400,3
20.304941177368164,523,86,1
20.30459213256836,184,512,1
20.30423927307129,108,375,13
20.299522399902344,125,13,3
20.2990779876709,418,505,6
20.29844093322754,301,400,4
20.295846939086914,17,98,1
20.293167114257812,343,293,1
20.2930908203125,467,25,3
20.292585372924805,278,41,1
20.28961181640625,434,108,18
20.28899574279785,256,228,0
20.283933639526367,518,291,1
20.282398223876953,430,19,4
20.278972625732422,528,408,0
20.275306701660156,200,156,1
20.27290916442871,404,11,30
20.269739151000977,331,282,2
20.26786231994629,183,259,9
20.26682472229004,486,147,3
20.26386070251465,346,184,1
20.257713317871094,4,91,0
20.255929946899414,292,353,1
20.255878448486328,372,162,5
20.25282859802246,133,501,9
20.251602172851562,349,315,1
20.251192092895508,256,528,0
20.248825073242188,211,41,9
20.245319366455078,184,514,1
20.243499755859375,324,185,0
20.24295997619629,292,311,1
20.24277114868164,467,130,2
20.242734909057617,39,7,5
20.242034912109375,191,49,1
20.240140914916992,231,162,5
20.240135192871094,343,396,19
20.238807678222656,195,403,9
20.23850440979004,73,328,35
20.23596954345703,408,238,0
20.233688354492188,361,188,7
20.232149124145508,350,514,1
20.222801208496094,200,233,1
20.22160530090332,480,178,7
20.216197967529297,106,535,0
20.213886260986328,32,369,4
20.21245765686035,256,11,0
20.211660385131836,444,13,3
20.209508895874023,532,61,1
20.20809555053711,209,527,5
20.206663131713867,99,13,3
20.205747604370117,501,505,5
20.204893112182617,346,392,1
20.203655242919922,170,64,0
20.2032470703125,401,108,0
20.202728271484375,156,83,1
20.198970794677734,365,86,1
20.187667846679688,20,137,1
20.185169219970703,47,483,2
20.181297302246094,40,240,1
20.1800594329834,287,157,1
20.178041458129883,179,570,1
20.1756649017334,292,227,1
20.175189971923828,50,552,5
20.172574996948242,314,25,3
20.1722412109375,497,558,1
20.172027587890625,394,203,0
20.168977737426758,337,304,17
20.16706657409668,250,173,3
20.166942596435547,561,130,18
20.166915893554688,209,570,5
20.163816452026367,128,72,0
20.1622314453125,257,403,7
20.16195297241211,25,333,3
20.16073989868164,392,282,1
20.159276962280273,500,514,5
20.157508850097656,343,217,2
20.15681266784668,257,155,7
20.15325355529785,222,16,1
20.15190315246582,472,237,1
20.141706466674805,365,437,0
20.126195907592773,62,116,7
20.12169647216797,523,392,1
20.11913299560547,282,384,1
20.116758346557617,306,444,2
20.112207412719727,500,22,5
20.106830596923828,439,385,0
20.100738525390625,15,154,1
20.09894371032715,124,78,0
20.092243194580078,146,228,0
20.09161376953125,326,278,1
20.090669631958008,472,57,1
20.087955474853516,25,294,3
20.087533950805664,386,111,6
20.087276458740234,570,567,1
20.077695846557617,209,227,5
20.077682495117188,292,49,1
20.073007583618164,236,130,13
20.072105407714844,560,354,6
20.070404052734375,461,537,1
20.068096160888672,186,184,1
20.063600540161133,521,185,0
20.05929946899414,518,444,2
20.052898406982422,559,22,1
20.04905128479004,330,112,0
20.047691345214844,353,86,1
20.047365188598633,203,409,0
20.0470027923584,458,514,3
20.046648025512695,128,570,1
20.04148292541504,326,558,1
20.040103912353516,373,7,0
20.03802490234375,27,54,2
20.035606384277344,309,57,1
20.034963607788086,231,411,0
20.03386878967285,212,222,1
20.032819747924805,309,61,1
20.02039909362793,271,160,4
20.01313591003418,153,11,19
20.01273536682129,241,467,11
20.010927200317383,75,60,6
20.0108585357666,349,17,1
20.009275436401367,547,13,3
20.00298500061035,301,130,18
20.00127601623535,315,297,1
19.998857498168945,358,13,3
19.998323440551758,424,38,9
19.993576049804688,405,562,4
19.98911476135254,123,297,1
19.984113693237305,481,369,1
19.983654022216797,4,457,0
19.983062744140625,505,112,5
19.978097915649414,365,399,2
19.977828979492188,500,86,7
19.97707748413086,346,50,1
19.973735809326172,204,402,2
19.972658157348633,82,547,16
19.97123908996582,178,176,7
19.966279983520508,315,282,1
19.96528434753418,379,511,5
19.9623966217041,54,41,2
19.960554122924805,481,547,16
19.95639419555664,421,13,3
19.956260681152344,428,483,2
19.953563690185547,143,308,8
19.948427200317383,24,108,18
19.942760467529297,280,385,0
19.940038681030273,292,8,1
19.939250946044922,149,321,2
19.935321807861328,164,303,4
19.93483543395996,337,155,7
19.92788314819336,250,54,3
19.926992416381836,433,466,0
19.92216682434082,482,415,0
19.919126510620117,414,403,9
19.918176651000977,184,379,5
19.91802406311035,212,240,6
19.917118072509766,143,151,8
19.915693283081055,250,227,3
19.90757942199707,91,371,0
19.90606689453125,429,237,5
19.902767181396484,137,369,1
19.902172088623047,191,170,1
19.901641845703125,425,216,1
19.901325225830078,518,399,2
19.900190353393555,377,558,1
19.899362564086914,130,526,18
19.89746856689453,262,255,1
19.893640518188477,476,409,16
19.890474319458008,68,237,1
19.88542938232422,500,39,5
19.880809783935547,265,11,1
19.880578994750977,567,315,1
19.87930679321289,546,32,6
19.878995895385742,365,512,1
19.87529754638672,491,497,1
19.868608474731445,528,13,3
19.862308502197266,200,297,1
19.856271743774414,408,72,0
19.84998893737793,287,384,1
19.849336624145508,189,61,1
19.842466354370117,349,173,1
19.841203689575195,286,365,3
19.840927124023438,480,211,7
19.83940315246582,315,233,1
19.83739471435547,392,552,5
19.83713150024414,101,175,4
19.834728240966797,73,326,11
19.834217071533203,285,66,5
19.82876968383789,355,25,3
19.82395362854004,246,161,5
19.823284149169922,246,519,1
19.82219696044922,537,309,1
19.8221378326416,252,54,2
19.817094802856445,93,293,4
19.81492805480957,271,446,4
19.807069778442383,350,189,1
19.80597686767578,523,189,1
19.802968978881836,233,297,1
19.79997444152832,287,233,1
19.799240112304688,494,444,2
19.796676635742188,168,16,41
19.79541015625,535,129,0
19.78449821472168,500,503,5
19.78394889831543,558,41,1
19.781492233276367,125,444,2
19.781339645385742,250,8,3
19.7808780670166,37,5,1
19.77759552001953,414,405,1
19.777193069458008,137,206,1
19.77227210998535,286,347,3
19.772096633911133,277,91,0
19.772062301635742,286,428,3
19.76930809020996,163,203,0
19.76915740966797,25,136,3
19.768274307250977,480,548,1
19.76270294189453,98,570,1
