Tuple 0,Tuple 1,Tuple 2,Tuple 3
23.167484283447266,365,489,1
23.151042938232422,157,233,1
23.147220611572266,179,200,1
23.144758224487305,397,25,3
23.121612548828125,300,184,1
23.121492385864258,476,342,1
23.11700439453125,140,66,21
23.09929847717285,280,321,0
23.089487075805664,562,460,10
23.086780548095703,186,227,1
23.074995040893555,160,403,13
23.07240104675293,489,209,5
23.070425033569336,569,250,3
23.066333770751953,24,135,24
23.059505462646484,274,259,1
23.054353713989258,349,527,1
23.025054931640625,497,251,1
23.0206298828125,523,44,1
23.02008628845215,300,392,1
23.018409729003906,86,173,1
23.0025634765625,523,570,1
22.996156692504883,179,96,1
22.9827938079834,353,50,1
22.970998764038086,505,384,5
22.953899383544922,292,421,1
22.933696746826172,139,483,2
22.933422088623047,139,286,3
22.92978858947754,535,399,2
22.924753189086914,472,524,1
22.92337417602539,127,206,1
22.90758514404297,315,527,1
22.907230377197266,286,232,3
22.903610229492188,296,56,10
22.900596618652344,532,250,3
22.88845443725586,497,71,1
22.886219024658203,310,56,4
22.879993438720703,286,412,3
22.87165641784668,300,189,1
22.866422653198242,154,242,1
22.86537742614746,299,444,2
22.86444091796875,465,536,4
22.858795166015625,353,209,5
22.85735511779785,179,570,1
22.857242584228516,373,444,2
22.8563289642334,227,567,1
22.85428810119629,246,44,5
22.85320281982422,394,200,1
22.849958419799805,521,156,5
22.844635009765625,50,527,1
22.83254051208496,290,255,1
22.83081817626953,179,297,1
22.817705154418945,156,222,1
22.803390502929688,440,96,1
22.79197883605957,168,311,21
22.79004669189453,50,61,1
22.788333892822266,211,19,13
22.780595779418945,152,32,4
22.77832794189453,184,297,1
22.75199317932129,212,221,6
22.750808715820312,487,334,1
22.747394561767578,510,346,1
22.74232292175293,157,156,1
22.73039436340332,562,566,10
22.727293014526367,555,13,3
22.72270965576172,346,237,1
22.71636390686035,235,13,3
22.712621688842773,522,523,1
22.68975830078125,153,38,19
22.689279556274414,510,200,1
22.68306541442871,440,552,5
22.679950714111328,488,142,10
22.679441452026367,349,157,1
22.676437377929688,310,321,2
22.668977737426758,521,7,5
22.662267684936523,123,209,5
22.659204483032227,569,227,3
22.654233932495117,218,444,2
22.65056610107422,185,13,3
22.64725112915039,154,56,4
22.642419815063477,256,466,0
22.642358779907227,569,522,3
22.64000129699707,39,297,1
22.639726638793945,163,293,1
22.634361267089844,472,239,4
22.634035110473633,324,238,0
22.627792358398438,287,311,1
22.616928100585938,353,411,0
22.616853713989258,510,309,1
22.61469841003418,440,518,1
22.60089111328125,129,115,0
22.597694396972656,476,558,4
22.59763526916504,435,505,5
22.591754913330078,86,44,1
22.589834213256836,179,238,1
22.589746475219727,510,25,3
22.58893394470215,17,173,1
22.579864501953125,322,444,2
22.576492309570312,387,142,10
22.561382293701172,287,570,1
22.5604248046875,505,282,5
22.56028938293457,25,82,3
22.55843162536621,440,365,1
22.550662994384766,203,321,0
22.549686431884766,109,13,3
22.544830322265625,50,86,1
22.538511276245117,310,497,1
22.52275848388672,189,222,1
22.515520095825195,349,25,3
22.512691497802734,225,25,3
22.509395599365234,191,472,1
22.506420135498047,269,174,6
22.501955032348633,570,39,1
22.4932804107666,292,96,1
22.49062156677246,84,3,6
22.47162628173828,135,512,1
22.470094680786133,246,419,5
22.468843460083008,409,278,1
22.468652725219727,521,518,5
22.4500732421875,324,103,0
22.449750900268555,518,567,1
22.44527244567871,286,310,3
22.440078735351562,477,446,13
22.43915557861328,98,552,5
22.427778244018555,115,486,8
22.422706604003906,28,274,1
22.41518211364746,193,483,2
22.411134719848633,25,526,3
22.40993309020996,282,309,1
22.409473419189453,426,11,1
22.402570724487305,460,13,3
22.40131187438965,522,209,5
22.400033950805664,492,184,1
22.389463424682617,514,242,1
22.383119583129883,569,567,3
22.379661560058594,500,170,5
22.363204956054688,423,431,2
22.362581253051758,286,168,3
22.360673904418945,286,315,3
22.357744216918945,250,409,3
22.356863021850586,507,103,2
22.3542423248291,224,13,3
22.345537185668945,39,311,1
22.341365814208984,361,3,6
22.33734130859375,291,315,1
22.334606170654297,300,500,5
22.327306747436523,24,218,6
22.324676513671875,458,473,4
22.3220272064209,227,135,6
22.31882667541504,536,400,10
22.31787109375,34,13,3
22.308673858642578,569,39,3
22.304763793945312,296,566,10
22.30173110961914,477,355,13
22.300466537475586,333,444,2
22.297849655151367,569,274,3
22.297637939453125,326,259,1
22.296907424926758,246,287,5
22.296113967895508,368,392,15
22.290807723999023,154,223,16
22.290719985961914,501,505,5
22.282567977905273,250,485,3
22.27354621887207,404,473,4
22.269962310791016,179,311,1
22.263076782226562,346,135,1
22.262813568115234,474,212,4
22.260290145874023,350,200,1
22.25636100769043,82,334,1
22.243309020996094,554,13,3
22.233592987060547,332,13,3
22.230525970458984,191,49,1
22.22889518737793,440,431,2
22.228736877441406,111,56,10
22.212919235229492,69,255,23
22.192550659179688,66,304,5
22.189022064208984,1,484,15
22.185827255249023,40,558,9
22.18573760986328,36,444,2
22.172983169555664,152,216,4
22.172649383544922,209,392,5
22.167341232299805,123,501,1
22.16661262512207,292,518,1
22.16616439819336,251,38,1
22.16484832763672,6,504,11
22.160430908203125,91,20,0
22.1579647064209,231,411,0
22.14341163635254,346,170,1
22.143150329589844,510,57,1
22.14053726196289,569,184,3
22.140188217163086,148,121,23
22.138092041015625,91,405,0
22.13055419921875,544,427,4
22.12775421142578,523,173,1
22.127094268798828,429,237,5
22.12158203125,392,514,1
22.11863899230957,569,17,3
22.109514236450195,349,518,1
22.104890823364258,512,101,1
22.092222213745117,40,41,9
22.090024948120117,548,342,1
22.085289001464844,8,309,1
22.078453063964844,321,446,1
22.075210571289062,527,57,1
22.072566986083984,50,503,1
22.07084083557129,558,259,1
22.070810317993164,519,427,4
22.06733512878418,216,237,1
22.06644630432129,472,233,1
22.0628662109375,26,432,1
22.062034606933594,216,137,4
22.056167602539062,183,41,9
22.052536010742188,567,297,1
22.052234649658203,560,221,6
22.04281997680664,466,76,4
22.040138244628906,497,321,1
22.03383445739746,365,523,1
22.032207489013672,286,103,3
22.03090476989746,39,419,1
22.00662612915039,466,146,0
21.999736785888672,241,334,11
21.99775505065918,527,563,1
21.992353439331055,183,558,9
21.988176345825195,152,409,1
21.98301887512207,472,350,1
21.9645938873291,238,61,1
21.963211059570312,17,227,1
21.944934844970703,236,304,17
21.943037033081055,310,137,1
21.926050186157227,377,326,1
21.909576416015625,157,173,1
21.907386779785156,231,191,1
21.902137756347656,128,222,1
21.90028190612793,178,116,7
21.88779067993164,40,326,9
21.885828018188477,331,335,2
21.882413864135742,173,379,5
21.87859344482422,325,77,4
21.87510108947754,321,71,2
21.873775482177734,28,164,4
21.872861862182617,439,238,0
21.872644424438477,314,444,2
21.87117576599121,569,300,3
21.869304656982422,514,83,1
21.867942810058594,435,392,1
21.864891052246094,292,170,1
21.863927841186523,293,432,1
21.863117218017578,491,71,1
21.859039306640625,350,68,1
21.854938507080078,558,251,1
21.844640731811523,392,240,1
21.836572647094727,189,50,1
21.834728240966797,291,552,5
21.832143783569336,523,61,1
21.831802368164062,296,400,10
21.819786071777344,187,222,1
21.8192195892334,294,278,9
21.814979553222656,36,334,19
21.814315795898438,569,421,3
21.810453414916992,463,25,3
21.808277130126953,432,177,1
21.80704116821289,426,547,16
21.805904388427734,429,525,5
21.801502227783203,418,3,6
21.799076080322266,77,274,1
21.79340362548828,567,315,1
21.79194450378418,17,518,1
21.784984588623047,491,326,1
21.783588409423828,488,228,4
21.776220321655273,495,25,2
21.762676239013672,481,460,36
21.759286880493164,269,483,2
21.758054733276367,392,552,5
21.744462966918945,458,14,3
21.72047233581543,560,135,24
21.716856002807617,209,567,5
21.714513778686523,169,242,1
21.71368980407715,286,171,3
21.713523864746094,195,259,1
21.709949493408203,25,456,3
21.707141876220703,258,444,2
21.70600128173828,99,13,3
21.701398849487305,123,98,1
21.693937301635742,154,251,4
21.684316635131836,374,458,4
21.68126106262207,22,83,1
21.681133270263672,464,368,15
21.67317771911621,25,315,3
21.66024398803711,369,558,1
21.656858444213867,256,201,0
21.656007766723633,179,518,1
21.655902862548828,68,16,1
21.65298080444336,569,510,3
21.652393341064453,63,41,0
21.65198516845703,476,482,1
21.647306442260742,353,7,5
21.643508911132812,286,528,3
21.63755226135254,514,444,2
21.63648796081543,489,238,1
21.632465362548828,127,177,1
21.631797790527344,14,146,0
21.622743606567383,237,173,1
21.62125587463379,483,13,3
21.620481491088867,331,8,2
21.619274139404297,384,297,1
21.618412017822266,350,489,1
21.616943359375,310,558,1
21.616474151611328,493,26,1
21.610544204711914,346,98,1
21.610076904296875,123,128,1
21.609039306640625,505,240,5
21.607101440429688,532,518,1
21.596817016601562,346,61,1
21.589523315429688,414,259,1
21.588451385498047,183,38,9
21.58774757385254,246,49,5
21.586151123046875,312,19,13
21.582128524780273,377,278,1
21.58018684387207,140,170,21
21.573497772216797,103,71,2
21.573272705078125,168,128,21
21.565635681152344,191,170,1
21.559200286865234,225,293,9
21.558435440063477,373,206,19
21.5571231842041,184,282,1
21.554264068603516,491,481,1
21.55002784729004,123,419,1
21.547395706176758,286,84,3
21.535594940185547,314,25,3
21.53548240661621,159,444,2
21.532196044921875,571,13,3
21.527767181396484,128,567,1
21.526525497436523,98,61,1
21.52635955810547,17,61,1
21.51752281188965,238,444,2
21.51457405090332,135,233,1
21.5053653717041,39,552,5
21.50246238708496,429,86,5
21.499530792236328,50,16,1
21.494281768798828,109,309,1
21.485673904418945,535,71,2
21.476016998291016,353,184,1
21.47506332397461,326,71,1
21.473987579345703,250,466,3
21.45963478088379,510,233,1
21.459482192993164,330,233,0
21.458433151245117,487,250,3
21.455312728881836,86,238,1
21.455171585083008,32,558,4
21.449405670166016,209,346,5
21.44789695739746,26,373,19
21.446086883544922,545,221,6
21.439834594726562,237,315,1
21.435470581054688,210,258,8
21.43182373046875,179,349,1
21.431129455566406,291,282,1
21.42905044555664,404,259,30
21.426815032958984,109,250,3
21.4261417388916,362,326,1
21.425880432128906,274,19,1
21.422775268554688,286,378,3
21.409244537353516,73,321,35
21.40654945373535,493,432,1
21.404010772705078,499,41,1
21.400646209716797,386,221,6
21.3987979888916,200,44,1
21.39571762084961,350,527,1
21.395681381225586,163,13,3
21.394302368164062,350,309,1
21.393075942993164,374,25,3
21.391822814941406,139,54,2
21.38913345336914,406,483,2
21.381052017211914,532,570,1
21.379915237426758,212,346,1
21.37729263305664,523,8,1
21.375621795654297,26,274,1
21.371484756469727,246,527,5
21.363950729370117,212,570,6
21.362764358520508,569,130,3
21.359416961669922,518,222,1
21.35892105102539,250,252,3
21.35586166381836,83,7,5
21.355741500854492,474,14,4
21.354583740234375,33,13,3
21.353212356567383,465,460,36
21.348529815673828,431,61,2
21.34683609008789,286,38,3
21.346771240234375,240,527,1
21.34379768371582,371,243,13
21.34321403503418,86,135,1
21.343189239501953,364,405,4
21.340614318847656,466,481,2
21.339908599853516,187,238,1
21.339515686035156,331,365,2
21.333786010742188,328,165,4
21.32851219177246,429,419,5
21.32687759399414,440,419,1
21.323909759521484,121,503,23
21.320756912231445,362,37,4
21.32012176513672,262,444,2
21.317930221557617,49,419,8
21.31694221496582,73,293,11
21.312969207763672,222,16,1
21.306367874145508,231,199,0
21.304445266723633,161,74,2
21.304351806640625,510,222,1
21.293338775634766,386,184,1
21.292890548706055,296,147,4
21.29018211364746,50,135,1
21.288177490234375,324,321,0
21.285648345947266,152,93,4
21.283843994140625,431,20,2
21.27675437927246,231,402,2
21.27096939086914,481,385,1
21.269329071044922,17,8,1
21.26776123046875,405,473,4
21.265249252319336,203,228,0
21.259033203125,377,20,1
21.250486373901367,245,154,16
21.249919891357422,103,411,0
21.24603271484375,522,187,1
21.2458553314209,386,418,6
21.24496841430664,349,365,1
21.242685317993164,501,233,1
21.23655891418457,500,57,5
21.235193252563477,456,562,4
21.234569549560547,40,242,1
21.230731964111328,321,13,3
21.230419158935547,120,13,3
21.22953224182129,24,444,6
21.225177764892578,37,342,1
21.225008010864258,286,440,3
21.222829818725586,10,221,6
21.21929931640625,15,242,1
21.218154907226562,63,260,0
21.21563148498535,522,353,1
21.213031768798828,49,392,1
21.205459594726562,532,7,5
21.20176887512207,429,255,23
21.201602935791016,248,255,23
21.194360733032227,313,91,0
21.192964553833008,98,173,1
21.19123649597168,499,137,1
21.18964385986328,369,432,1
21.18737030029297,234,29,1
21.179561614990234,535,402,2
21.178316116333008,350,384,1
21.177474975585938,156,419,1
21.177318572998047,309,419,1
21.175498962402344,323,13,3
21.1694393157959,461,222,1
21.166767120361328,292,511,1
21.166261672973633,485,19,1
21.164722442626953,503,567,1
21.163997650146484,294,558,9
21.163814544677734,532,61,1
21.163028717041016,443,537,15
21.1619815826416,433,13,3
21.160175323486328,241,11,11
21.157577514648438,73,456,35
21.150920867919922,111,32,6
21.14118194580078,300,250,3
21.137187957763672,286,291,3
21.13677978515625,91,220,0
21.134923934936523,274,446,1
21.133825302124023,570,552,5
21.13204574584961,387,409,1
21.125165939331055,440,227,1
21.124845504760742,353,570,1
21.123188018798828,173,444,2
21.11888885498047,32,41,4
21.118284225463867,17,291,1
21.117107391357422,559,116,7
21.116365432739258,173,61,1
21.115440368652344,349,392,1
21.105331420898438,22,309,1
21.102346420288086,68,54,2
21.101882934570312,179,170,1
21.097814559936523,189,86,1
21.09154510498047,404,488,4
21.088369369506836,286,115,3
21.08793067932129,301,25,3
21.08733367919922,285,39,1
21.087005615234375,346,7,5
21.086458206176758,191,304,1
21.083711624145508,377,195,1
21.079730987548828,343,20,1
21.0765380859375,231,520,0
21.068164825439453,231,486,2
21.067913055419922,93,206,4
21.06407356262207,184,486,8
21.063186645507812,359,486,2
21.062145233154297,200,98,1
21.061426162719727,117,483,2
21.058263778686523,373,558,19
21.05477523803711,435,83,1
21.054691314697266,510,552,5
21.0539608001709,1,419,8
21.050024032592773,313,571,0
21.04933738708496,133,419,8
21.045894622802734,227,174,6
21.041114807128906,98,527,1
21.040847778320312,367,25,3
21.039011001586914,518,346,1
21.034523010253906,163,216,16
21.027788162231445,521,348,5
21.02289390563965,313,419,8
21.019697189331055,401,103,0
21.018089294433594,296,465,4
21.01746368408203,483,61,2
21.014528274536133,512,503,1
21.01187515258789,410,199,0
21.002178192138672,56,89,10
21.000829696655273,216,385,4
20.999347686767578,472,189,1
20.997407913208008,491,426,1
20.99550437927246,558,41,1
20.994836807250977,137,93,4
20.994590759277344,253,41,2
20.984500885009766,153,414,19
20.980113983154297,488,566,10
20.979372024536133,287,101,1
20.966703414916992,161,59,0
20.966482162475586,521,570,5
20.965608596801758,274,432,1
20.955242156982422,127,11,1
20.951433181762695,250,301,3
20.950376510620117,182,449,14
20.940889358520508,292,552,5
20.93915367126465,571,409,0
20.938711166381836,68,552,5
20.936384201049805,461,189,1
20.934696197509766,306,54,2
20.929332733154297,130,478,18
20.928850173950195,84,32,6
20.923051834106445,128,86,1
20.91994857788086,403,38,9
20.918962478637695,28,115,4
20.915979385375977,521,489,5
20.915781021118164,135,384,1
20.913833618164062,287,22,1
20.911487579345703,408,129,0
20.911392211914062,492,505,5
20.907339096069336,571,346,0
20.90662956237793,407,56,4
20.8985538482666,431,485,2
20.896852493286133,569,22,3
20.895145416259766,396,127,19
20.893619537353516,426,216,16
20.885589599609375,392,564,4
20.883647918701172,25,112,3
20.883520126342773,472,50,1
20.87982177734375,569,412,3
20.871875762939453,556,483,2
20.865192413330078,179,285,1
20.861820220947266,421,315,1
20.852954864501953,179,231,1
20.852754592895508,350,96,1
20.848411560058594,286,94,3
20.84721565246582,420,446,1
20.84494400024414,243,155,7
20.840120315551758,353,86,1
20.83892822265625,528,304,17
20.83531379699707,241,293,11
20.828943252563477,52,84,6
20.825298309326172,343,444,2
20.823373794555664,127,38,1
20.82306480407715,22,13,3
20.819387435913086,425,294,1
20.81409454345703,263,252,1
20.813621520996094,110,311,0
20.812393188476562,503,222,1
20.807987213134766,286,212,3
20.80744743347168,32,385,4
20.805150985717773,313,415,0
20.804386138916016,86,552,5
20.80001449584961,63,460,0
20.79927635192871,521,67,21
20.79695701599121,68,419,1
20.77965545654297,25,159,3
20.777708053588867,290,220,1
20.776323318481445,231,119,9
20.774049758911133,227,384,1
20.771984100341797,570,379,5
20.770347595214844,464,262,2
20.769990921020508,300,297,1
20.7698974609375,179,61,1
20.766502380371094,399,29,2
20.765277862548828,427,403,13
20.7574520111084,432,206,1
20.756114959716797,571,17,0
20.753454208374023,266,326,1
20.74419593811035,130,253,18
20.7390193939209,537,57,1
20.736635208129883,417,478,1
20.734956741333008,4,444,2
20.73342514038086,217,109,2
20.724346160888672,569,49,3
20.724027633666992,518,227,1
20.72314453125,149,20,2
20.721670150756836,377,29,1
20.72158432006836,161,373,0
20.721446990966797,521,461,5
20.71135902404785,39,282,1
20.710702896118164,444,402,2
20.70929718017578,349,291,1
20.7042293548584,414,137,1
20.701595306396484,523,419,1
20.700820922851562,310,19,1
20.700702667236328,567,419,1
20.69920539855957,439,291,0
20.69846534729004,374,566,10
20.693429946899414,472,379,5
20.691858291625977,184,135,1
20.689727783203125,492,173,1
20.689346313476562,495,483,2
20.68625259399414,323,269,6
